	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	1	0
2	60	1175	28	11
3	90	1085	126	42
4	120	979	233	73
5	150	873	330	105
6	180	800	401	129
7	210	785	438	136
8	240	802	445	137
9	270	816	449	137
10	300	841	450	141
11	330	805	456	193
12	360	737	490	246
13	390	688	513	297
14	420	642	547	329
15	450	618	568	353
16	480	617	576	356
17	510	650	578	357
18	540	683	577	357
19	570	699	562	369
20	600	642	483	436
21	630	593	387	487
22	660	571	302	515
23	690	540	232	545
24	720	542	195	556
25	750	554	188	559
26	780	571	187	559
27	810	587	187	560
28	840	582	183	576
29	870	533	163	639
30	900	481	141	695
31	930	461	122	722
32	960	453	99	739
33	990	460	94	740
34	1020	464	93	741
35	1050	476	94	741
36	1080	488	94	743
37	1110	477	86	770
38	1140	441	78	814
39	1170	420	74	846
40	1200	406	63	868
41	1230	407	58	881
42	1260	409	58	886
43	1290	420	55	887
44	1320	433	54	887
45	1350	440	56	891
46	1380	427	53	918
47	1410	403	56	952
48	1440	370	45	991
