	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1164	2
2	60	42	1147	10
3	90	147	1036	44
4	120	290	894	76
5	150	383	790	105
6	180	454	727	127
7	210	489	710	137
8	240	499	724	137
9	270	501	743	137
10	300	502	773	137
11	330	503	789	137
12	360	503	815	137
13	390	504	849	137
14	420	506	885	137
15	450	508	920	137
16	480	508	945	137
17	510	509	985	137
18	540	510	1009	137
19	570	486	1040	137
20	600	390	1069	137
21	630	254	1063	178
22	660	182	886	359
23	690	151	726	497
24	720	154	601	596
25	750	169	555	653
26	780	188	535	667
27	810	194	545	668
28	840	192	559	669
29	870	195	578	669
30	900	194	600	669
31	930	192	617	669
32	960	190	637	669
33	990	190	662	669
34	1020	190	682	669
35	1050	187	706	669
36	1080	187	725	669
37	1110	187	748	669
38	1140	186	769	669
39	1170	168	790	669
40	1200	122	794	682
41	1230	81	695	787
42	1260	67	558	932
43	1290	64	466	1021
44	1320	64	419	1083
45	1350	72	410	1097
46	1380	73	411	1101
47	1410	73	429	1101
48	1440	73	444	1101
