	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1170
2	60	22	30	1148
3	90	56	127	1053
4	120	91	235	924
5	150	117	364	799
6	180	141	428	733
7	210	149	453	722
8	240	150	459	734
9	270	150	463	751
10	300	150	465	770
11	330	150	465	791
12	360	150	465	818
13	390	150	469	835
14	420	150	469	862
15	450	150	470	893
16	480	150	471	917
17	510	150	473	948
18	540	150	470	986
19	570	150	458	1015
20	600	187	375	1010
21	630	335	294	864
22	660	435	226	730
23	690	534	197	604
24	720	596	189	538
25	750	606	194	542
26	780	606	193	552
27	810	606	196	560
28	840	606	197	577
29	870	606	198	597
30	900	606	195	623
31	930	606	194	639
32	960	606	194	650
33	990	606	192	661
34	1020	606	190	680
35	1050	606	190	698
36	1080	606	189	714
37	1110	606	184	740
38	1140	614	160	761
39	1170	706	115	684
40	1200	818	83	565
41	1230	891	74	487
42	1260	949	71	438
43	1290	968	70	419
44	1320	974	67	418
45	1350	974	68	432
46	1380	974	66	447
47	1410	974	66	464
48	1440	974	67	474
