	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1161	2	0
2	60	1161	18	26
3	90	1073	33	137
4	120	931	64	281
5	150	841	96	373
6	180	785	112	440
7	210	758	116	485
8	240	767	118	498
9	270	788	118	499
10	300	799	129	500
11	330	737	199	517
12	360	661	267	549
13	390	606	301	580
14	420	560	333	611
15	450	566	341	624
16	480	573	343	633
17	510	591	343	636
18	540	609	346	638
19	570	596	380	624
20	600	567	428	548
21	630	525	479	407
22	660	497	511	314
23	690	496	528	251
24	720	504	531	204
25	750	526	532	186
26	780	542	532	183
27	810	542	547	183
28	840	501	598	177
29	870	472	638	153
30	900	463	668	122
31	930	449	698	103
32	960	456	707	92
33	990	471	707	79
34	1020	482	707	77
35	1050	495	709	76
36	1080	460	747	77
37	1110	431	793	70
38	1140	410	828	65
39	1170	390	858	57
40	1200	389	865	50
41	1230	404	867	48
42	1260	421	867	47
43	1290	439	867	47
44	1320	441	882	47
45	1350	405	922	49
46	1380	376	962	43
47	1410	364	986	42
48	1440	351	1007	36
