	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1174
2	60	23	12	1204
3	90	123	47	1101
4	120	246	73	987
5	150	346	106	884
6	180	424	132	808
7	210	455	148	793
8	240	496	182	742
9	270	529	216	697
10	300	555	241	676
11	330	571	262	662
12	360	584	265	674
13	390	589	296	654
14	420	600	337	623
15	450	612	354	618
16	480	620	376	604
17	510	626	380	619
18	540	631	400	608
19	570	626	428	589
20	600	541	444	580
21	630	431	464	578
22	660	330	471	583
23	690	258	483	590
24	720	215	514	563
25	750	183	535	557
26	780	152	554	550
27	810	128	571	551
28	840	111	582	555
29	870	97	605	555
30	900	95	627	552
31	930	85	655	546
32	960	76	669	550
33	990	68	684	561
34	1020	63	696	579
35	1050	57	717	584
36	1080	56	736	579
37	1110	51	754	579
38	1140	51	762	584
39	1170	43	781	594
40	1200	43	820	571
41	1230	46	844	560
42	1260	44	858	553
43	1290	42	873	558
44	1320	39	887	558
45	1350	43	908	553
46	1380	47	932	537
47	1410	50	947	532
48	1440	52	956	538
