	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1165
2	60	26	18	1162
3	90	126	51	1056
4	120	250	83	925
5	150	349	108	822
6	180	401	115	789
7	210	411	117	809
8	240	415	117	823
9	270	417	117	841
10	300	417	117	879
11	330	417	117	907
12	360	421	117	935
13	390	424	117	966
14	420	424	117	993
15	450	427	117	1017
16	480	430	117	1051
17	510	432	117	1091
18	540	429	117	1130
19	570	415	117	1153
20	600	330	117	1182
21	630	208	117	1211
22	660	111	117	1242
23	690	52	117	1285
24	720	36	117	1324
25	750	31	117	1376
26	780	35	117	1422
27	810	36	119	1470
28	840	53	272	1346
29	870	114	583	1000
30	900	188	736	809
31	930	229	829	696
32	960	248	844	690
33	990	248	849	700
34	1020	247	849	727
35	1050	249	849	761
36	1080	247	849	786
37	1110	248	849	808
38	1140	247	849	825
39	1170	246	849	840
40	1200	245	849	856
41	1230	242	849	893
42	1260	244	849	910
43	1290	240	849	946
44	1320	237	849	977
45	1350	229	849	1009
46	1380	175	849	1048
47	1410	97	849	1077
48	1440	52	849	1107
