	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	6	1177
2	60	14	34	1184
3	90	44	140	1079
4	120	83	268	944
5	150	116	384	823
6	180	135	460	756
7	210	143	498	739
8	240	146	506	750
9	270	147	506	780
10	300	147	508	805
11	330	147	509	839
12	360	147	512	869
13	390	147	512	890
14	420	149	514	914
15	450	209	526	874
16	480	324	561	754
17	510	407	595	651
18	540	457	618	578
19	570	486	620	551
20	600	494	536	552
21	630	495	401	562
22	660	495	293	575
23	690	495	210	590
24	720	495	165	618
25	750	495	152	641
26	780	495	154	655
27	810	498	152	670
28	840	554	154	631
29	870	629	170	564
30	900	704	190	486
31	930	741	199	454
32	960	761	196	443
33	990	767	164	452
34	1020	767	131	465
35	1050	767	99	482
36	1080	767	79	495
37	1110	767	67	516
38	1140	767	65	537
39	1170	767	66	554
40	1200	769	66	567
41	1230	806	67	551
42	1260	890	77	477
43	1290	950	87	423
44	1320	999	91	384
45	1350	1023	90	367
46	1380	1025	74	374
47	1410	1025	61	381
48	1440	1025	49	396
