	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	1
2	60	12	1181	22
3	90	49	1085	123
4	120	80	958	248
5	150	113	858	340
6	180	128	790	424
7	210	134	776	460
8	240	136	798	465
9	270	137	827	466
10	300	137	846	469
11	330	137	871	470
12	360	171	855	473
13	390	274	769	497
14	420	346	696	526
15	450	394	659	559
16	480	426	639	586
17	510	433	644	593
18	540	436	662	596
19	570	436	681	582
20	600	436	700	505
21	630	436	726	373
22	660	447	743	286
23	690	514	694	196
24	720	610	609	165
25	750	658	573	172
26	780	690	543	182
27	810	699	544	189
28	840	701	565	192
29	870	701	579	193
30	900	701	595	174
31	930	701	612	145
32	960	704	630	112
33	990	751	595	91
34	1020	829	528	90
35	1050	891	479	90
36	1080	923	458	92
37	1110	937	454	91
38	1140	941	456	92
39	1170	941	469	94
40	1200	941	481	90
41	1230	941	500	78
42	1260	941	522	64
43	1290	950	523	53
44	1320	1008	476	46
45	1350	1059	430	47
46	1380	1089	414	49
47	1410	1117	394	53
48	1440	1130	389	54
