	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	0	3
2	60	1148	21	33
3	90	1028	58	152
4	120	897	91	268
5	150	802	130	363
6	180	739	145	435
7	210	744	146	455
8	240	763	147	460
9	270	789	147	460
10	300	813	147	462
11	330	819	158	464
12	360	752	230	479
13	390	634	313	540
14	420	553	364	588
15	450	521	390	610
16	480	520	400	619
17	510	531	401	623
18	540	540	401	623
19	570	560	401	609
20	600	584	401	499
21	630	575	434	388
22	660	519	492	293
23	690	451	549	235
24	720	417	585	225
25	750	411	599	223
26	780	421	601	222
27	810	426	601	223
28	840	436	601	224
29	870	441	601	213
30	900	458	606	159
31	930	430	646	113
32	960	399	688	91
33	990	367	723	85
34	1020	355	743	82
35	1050	358	752	83
36	1080	365	754	83
37	1110	377	754	86
38	1140	388	754	86
39	1170	400	754	78
40	1200	391	769	57
41	1230	339	825	47
42	1260	304	859	50
43	1290	290	878	50
44	1320	282	894	50
45	1350	284	895	49
46	1380	293	895	49
47	1410	305	895	49
48	1440	317	895	47
