	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1188	3
2	60	19	1190	20
3	90	50	1086	122
4	120	92	981	222
5	150	119	895	323
6	180	150	814	408
7	210	159	799	445
8	240	159	817	455
9	270	160	841	458
10	300	171	847	462
11	330	216	799	488
12	360	288	718	522
13	390	327	666	563
14	420	363	610	600
15	450	380	596	611
16	480	381	618	613
17	510	382	634	613
18	540	383	658	610
19	570	425	634	605
20	600	481	588	529
21	630	532	535	441
22	660	563	511	349
23	690	584	505	258
24	720	592	517	220
25	750	593	546	208
26	780	593	565	205
27	810	597	571	204
28	840	659	522	187
29	870	720	473	154
30	900	759	428	133
31	930	773	415	103
32	960	786	411	88
33	990	792	431	86
34	1020	792	446	89
35	1050	793	453	91
36	1080	817	443	87
37	1110	860	401	84
38	1140	890	381	75
39	1170	915	369	70
40	1200	926	373	63
41	1230	930	385	63
42	1260	933	392	62
43	1290	933	406	62
44	1320	940	408	61
45	1350	974	383	60
46	1380	1009	357	61
47	1410	1028	349	47
48	1440	1043	340	46
