	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1179	0	1
2	60	1169	16	34
3	90	1068	54	137
4	120	963	80	244
5	150	858	107	356
6	180	769	125	447
7	210	768	130	482
8	240	779	130	496
9	270	807	130	500
10	300	821	139	503
11	330	776	201	513
12	360	699	271	550
13	390	655	317	579
14	420	629	343	600
15	450	629	358	607
16	480	636	362	614
17	510	642	362	621
18	540	668	364	622
19	570	632	409	605
20	600	585	465	526
21	630	541	510	424
22	660	517	542	327
23	690	502	560	231
24	720	509	564	192
25	750	534	564	179
26	780	553	564	174
27	810	558	574	172
28	840	531	611	170
29	870	498	655	141
30	900	478	690	113
31	930	467	707	99
32	960	477	716	93
33	990	490	722	88
34	1020	507	722	83
35	1050	520	722	80
36	1080	505	750	81
37	1110	460	808	78
38	1140	428	846	66
39	1170	411	868	65
40	1200	412	879	54
41	1230	420	881	52
42	1260	452	883	51
43	1290	468	883	50
44	1320	480	892	51
45	1350	457	927	50
46	1380	432	966	46
47	1410	417	993	47
48	1440	397	1021	43
