	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1173	2
2	60	17	1165	35
3	90	56	1071	130
4	120	86	940	264
5	150	117	837	362
6	180	135	758	447
7	210	139	743	477
8	240	141	758	485
9	270	168	738	497
10	300	233	667	529
11	330	274	608	565
12	360	304	571	597
13	390	318	555	609
14	420	319	567	618
15	450	322	581	624
16	480	357	566	629
17	510	388	550	636
18	540	417	530	647
19	570	437	513	641
20	600	446	509	564
21	630	447	520	441
22	660	450	527	335
23	690	475	523	251
24	720	515	487	222
25	750	544	476	215
26	780	566	465	211
27	810	579	467	186
28	840	580	478	145
29	870	583	488	114
30	900	603	483	98
31	930	632	466	93
32	960	651	464	88
33	990	673	446	87
34	1020	686	450	82
35	1050	687	458	74
36	1080	687	474	59
37	1110	711	463	54
38	1140	750	426	54
39	1170	765	420	56
40	1200	788	413	56
41	1230	797	417	47
42	1260	798	430	41
43	1290	798	447	37
44	1320	821	432	34
45	1350	846	419	36
46	1380	867	406	39
47	1410	889	400	37
48	1440	897	393	37
