	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1163	0	3
2	60	1165	13	24
3	90	1087	43	108
4	120	961	71	237
5	150	868	108	337
6	180	789	130	423
7	210	784	131	456
8	240	799	132	465
9	270	793	157	474
10	300	709	228	505
11	330	665	273	533
12	360	618	308	562
13	390	614	328	577
14	420	622	333	586
15	450	642	336	586
16	480	623	363	591
17	510	589	410	598
18	540	553	452	612
19	570	537	480	606
20	600	532	490	541
21	630	543	493	416
22	660	556	495	320
23	690	553	516	227
24	720	513	564	200
25	750	488	598	190
26	780	472	617	194
27	810	470	630	165
28	840	479	633	141
29	870	503	633	112
30	900	505	652	91
31	930	482	686	88
32	960	461	720	89
33	990	453	747	88
34	1020	450	761	79
35	1050	457	762	68
36	1080	468	764	59
37	1110	463	783	52
38	1140	431	819	55
39	1170	412	847	56
40	1200	410	863	56
41	1230	402	877	52
42	1260	411	882	45
43	1290	422	886	34
44	1320	411	910	36
45	1350	378	954	40
46	1380	360	981	41
47	1410	362	991	42
48	1440	376	996	39
