	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1181	8	1
2	60	1187	33	10
3	90	1073	137	47
4	120	942	269	79
5	150	830	375	112
6	180	758	448	131
7	210	743	484	140
8	240	751	498	143
9	270	768	501	143
10	300	788	502	143
11	330	816	503	143
12	360	849	503	143
13	390	876	506	143
14	420	902	509	143
15	450	930	511	143
16	480	960	513	144
17	510	917	524	203
18	540	765	560	337
19	570	634	589	446
20	600	552	543	508
21	630	505	442	542
22	660	505	327	548
23	690	526	261	548
24	720	546	221	548
25	750	563	208	548
26	780	585	202	548
27	810	595	201	548
28	840	612	200	548
29	870	633	200	548
30	900	654	200	548
31	930	667	196	548
32	960	646	198	582
33	990	555	205	685
34	1020	474	213	767
35	1050	417	190	830
36	1080	400	155	855
37	1110	393	103	866
38	1140	404	75	868
39	1170	421	62	868
40	1200	434	60	868
41	1230	462	57	868
42	1260	477	57	868
43	1290	496	55	868
44	1320	519	54	868
45	1350	538	55	868
46	1380	555	56	869
47	1410	547	56	895
48	1440	469	60	983
