	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1178	7
2	60	8	1171	32
3	90	39	1083	129
4	120	77	950	253
5	150	109	841	361
6	180	128	778	428
7	210	134	772	460
8	240	136	783	469
9	270	137	808	469
10	300	137	834	470
11	330	137	862	471
12	360	137	879	472
13	390	137	913	473
14	420	137	946	473
15	450	137	976	474
16	480	137	1013	481
17	510	137	1043	487
18	540	137	1076	487
19	570	137	1124	471
20	600	137	1163	384
21	630	182	1139	268
22	660	373	939	191
23	690	530	757	178
24	720	628	642	173
25	750	674	594	185
26	780	685	587	198
27	810	687	598	201
28	840	687	613	200
29	870	687	635	200
30	900	687	662	199
31	930	687	688	199
32	960	687	708	198
33	990	687	735	196
34	1020	687	767	185
35	1050	687	795	181
36	1080	687	827	181
37	1110	687	856	180
38	1140	687	882	173
39	1170	687	895	153
40	1200	695	921	105
41	1230	804	830	72
42	1260	962	677	69
43	1290	1058	580	69
44	1320	1112	528	78
45	1350	1136	509	92
46	1380	1140	524	94
47	1410	1140	539	94
48	1440	1140	550	95
