	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1162	1	0
2	60	1141	36	14
3	90	1035	140	46
4	120	920	256	82
5	150	852	338	103
6	180	775	416	126
7	210	764	449	134
8	240	773	459	134
9	270	796	459	134
10	300	825	461	134
11	330	815	468	163
12	360	737	492	240
13	390	666	532	295
14	420	608	583	328
15	450	577	613	347
16	480	572	622	356
17	510	588	623	357
18	540	604	623	357
19	570	626	604	357
20	600	620	511	373
21	630	585	398	423
22	660	516	334	494
23	690	487	262	531
24	720	472	231	552
25	750	487	221	556
26	780	497	221	557
27	810	517	220	557
28	840	526	215	557
29	870	525	193	574
30	900	471	163	633
31	930	430	117	689
32	960	396	92	722
33	990	384	86	740
34	1020	380	88	746
35	1050	391	88	747
36	1080	399	85	747
37	1110	419	84	747
38	1140	430	82	753
39	1170	391	67	804
40	1200	360	60	848
41	1230	344	51	872
42	1260	331	52	894
43	1290	334	55	899
44	1320	337	57	900
45	1350	347	58	900
46	1380	357	58	900
47	1410	359	54	907
48	1440	340	53	933
