	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	2	1165
2	60	36	10	1156
3	90	142	35	1055
4	120	290	64	912
5	150	376	91	823
6	180	452	114	753
7	210	481	117	742
8	240	489	117	750
9	270	494	117	776
10	300	498	125	794
11	330	526	186	722
12	360	574	240	644
13	390	612	273	590
14	420	635	300	577
15	450	647	305	575
16	480	655	308	591
17	510	656	308	610
18	540	658	311	625
19	570	634	330	624
20	600	553	392	561
21	630	442	435	510
22	660	353	471	491
23	690	278	488	489
24	720	245	491	502
25	750	236	491	518
26	780	235	491	533
27	810	232	498	548
28	840	216	537	525
29	870	185	579	483
30	900	143	612	467
31	930	131	647	439
32	960	118	655	444
33	990	115	657	452
34	1020	112	657	473
35	1050	111	659	478
36	1080	111	680	477
37	1110	103	733	435
38	1140	86	775	400
39	1170	79	798	388
40	1200	76	813	389
41	1230	73	814	400
42	1260	68	814	418
43	1290	65	814	430
44	1320	66	823	438
45	1350	65	845	427
46	1380	59	891	400
47	1410	60	914	389
48	1440	50	935	382
