	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	2
2	60	1158	16	29
3	90	1070	46	118
4	120	914	77	269
5	150	815	99	380
6	180	763	109	448
7	210	743	114	477
8	240	761	115	480
9	270	780	115	482
10	300	799	117	482
11	330	777	158	487
12	360	699	229	514
13	390	614	286	563
14	420	538	329	605
15	450	522	349	630
16	480	525	352	640
17	510	553	352	641
18	540	577	352	643
19	570	600	352	627
20	600	582	379	542
21	630	525	446	410
22	660	475	495	306
23	690	431	537	245
24	720	421	560	216
25	750	433	565	213
26	780	449	565	212
27	810	470	565	212
28	840	485	566	208
29	870	471	592	189
30	900	421	642	147
31	930	380	684	110
32	960	351	718	92
33	990	350	729	81
34	1020	367	730	80
35	1050	376	731	79
36	1080	383	731	80
37	1110	392	731	80
38	1140	395	740	75
39	1170	337	800	68
40	1200	312	831	55
41	1230	290	858	46
42	1260	288	866	46
43	1290	299	870	46
44	1320	307	870	46
45	1350	321	870	46
46	1380	330	870	45
47	1410	332	878	43
48	1440	325	896	37
