	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1180	2	0
2	60	1176	26	10
3	90	1072	122	44
4	120	952	246	80
5	150	864	347	100
6	180	778	434	125
7	210	757	469	132
8	240	774	479	132
9	270	778	493	134
10	300	809	494	135
11	330	828	496	135
12	360	849	498	135
13	390	871	500	135
14	420	895	503	139
15	450	832	517	209
16	480	711	553	317
17	510	618	592	388
18	540	553	622	448
19	570	515	636	474
20	600	513	576	479
21	630	534	438	479
22	660	552	337	479
23	690	569	248	479
24	720	581	205	479
25	750	595	188	479
26	780	609	173	479
27	810	635	172	480
28	840	600	174	525
29	870	520	183	608
30	900	469	196	661
31	930	428	201	705
32	960	402	191	735
33	990	405	170	743
34	1020	425	125	745
35	1050	443	91	745
36	1080	458	66	745
37	1110	470	58	745
38	1140	485	55	745
39	1170	502	54	745
40	1200	518	54	745
41	1230	494	54	785
42	1260	447	60	848
43	1290	399	69	902
44	1320	362	78	941
45	1350	363	82	953
46	1380	380	73	955
47	1410	390	62	955
48	1440	406	58	955
