	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1167	0
2	60	27	1165	13
3	90	122	1075	57
4	120	245	937	94
5	150	357	820	133
6	180	430	744	148
7	210	462	725	154
8	240	472	731	157
9	270	473	744	157
10	300	475	748	163
11	330	487	720	200
12	360	530	644	262
13	390	563	582	308
14	420	584	544	343
15	450	604	525	354
16	480	611	534	359
17	510	612	539	360
18	540	614	546	360
19	570	597	556	366
20	600	523	506	420
21	630	413	455	480
22	660	298	431	510
23	690	225	424	526
24	720	187	420	535
25	750	177	430	536
26	780	176	443	536
27	810	174	460	536
28	840	166	452	563
29	870	134	426	604
30	900	116	401	631
31	930	93	393	655
32	960	79	387	671
33	990	71	387	674
34	1020	70	404	675
35	1050	68	421	675
36	1080	68	429	677
37	1110	68	406	710
38	1140	62	361	759
39	1170	58	332	791
40	1200	54	318	814
41	1230	52	321	821
42	1260	51	328	824
43	1290	51	340	824
44	1320	52	351	824
45	1350	52	357	830
46	1380	52	332	866
47	1410	39	310	896
48	1440	35	301	917
