	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1166	2	0
2	60	1145	35	15
3	90	1057	133	50
4	120	961	235	79
5	150	859	321	111
6	180	803	386	129
7	210	797	414	132
8	240	807	423	133
9	270	842	423	133
10	300	879	423	133
11	330	911	423	133
12	360	943	424	133
13	390	977	428	133
14	420	996	431	133
15	450	1027	431	133
16	480	1055	431	133
17	510	1083	434	133
18	540	1127	432	133
19	570	1160	409	133
20	600	1124	338	190
21	630	952	274	356
22	660	773	257	494
23	690	666	234	583
24	720	596	236	642
25	750	595	239	657
26	780	619	242	661
27	810	634	243	661
28	840	664	244	661
29	870	678	244	661
30	900	697	242	661
31	930	723	239	661
32	960	758	239	661
33	990	770	242	661
34	1020	801	239	661
35	1050	824	241	661
36	1080	858	241	661
37	1110	883	236	661
38	1140	901	197	672
39	1170	804	143	788
40	1200	645	109	941
41	1230	543	93	1038
42	1260	479	102	1085
43	1290	464	105	1104
44	1320	471	106	1109
45	1350	491	107	1109
46	1380	505	108	1109
47	1410	529	106	1109
48	1440	561	106	1109
