	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1172	1
2	60	11	1175	25
3	90	32	1078	134
4	120	59	953	260
5	150	88	853	358
6	180	111	789	424
7	210	121	770	452
8	240	124	781	458
9	270	124	807	461
10	300	132	827	463
11	330	206	768	475
12	360	254	702	520
13	390	302	640	558
14	420	328	609	579
15	450	341	602	595
16	480	343	623	603
17	510	344	637	606
18	540	347	646	606
19	570	381	624	594
20	600	444	572	506
21	630	498	518	393
22	660	535	492	304
23	690	552	491	229
24	720	557	499	206
25	750	559	511	197
26	780	559	526	194
27	810	576	532	197
28	840	629	500	187
29	870	669	468	155
30	900	711	438	122
31	930	725	442	99
32	960	736	444	83
33	990	736	458	75
34	1020	736	464	75
35	1050	738	468	75
36	1080	768	452	76
37	1110	807	425	69
38	1140	835	418	58
39	1170	864	403	55
40	1200	876	403	52
41	1230	876	411	50
42	1260	877	428	48
43	1290	877	443	49
44	1320	895	441	46
45	1350	931	415	47
46	1380	963	397	43
47	1410	987	383	40
48	1440	1007	374	44
