	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1164	0
2	60	14	1172	27
3	90	41	1096	113
4	120	74	978	230
5	150	108	875	334
6	180	127	802	421
7	210	132	784	448
8	240	133	812	458
9	270	133	843	463
10	300	133	864	463
11	330	133	890	465
12	360	134	916	465
13	390	184	884	477
14	420	289	749	526
15	450	355	666	566
16	480	405	598	597
17	510	430	565	621
18	540	438	566	636
19	570	441	572	625
20	600	441	585	550
21	630	441	607	436
22	660	441	632	330
23	690	442	653	231
24	720	486	636	201
25	750	571	572	196
26	780	637	513	207
27	810	676	481	222
28	840	704	461	229
29	870	710	467	233
30	900	710	485	229
31	930	711	494	183
32	960	711	509	142
33	990	711	527	111
34	1020	713	538	84
35	1050	734	531	68
36	1080	806	473	66
37	1110	856	430	71
38	1140	888	417	76
39	1170	901	410	83
40	1200	907	414	84
41	1230	908	425	84
42	1260	908	435	77
43	1290	908	449	64
44	1320	908	457	48
45	1350	908	472	38
46	1380	933	458	34
47	1410	990	409	37
48	1440	1030	379	42
