	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	1	1
2	60	1150	27	21
3	90	1053	118	57
4	120	921	255	101
5	150	802	356	143
6	180	759	416	162
7	210	741	449	169
8	240	753	460	171
9	270	758	463	191
10	300	702	490	246
11	330	644	529	294
12	360	606	547	331
13	390	575	562	356
14	420	571	572	364
15	450	597	576	365
16	480	601	580	379
17	510	577	591	421
18	540	536	605	466
19	570	505	597	507
20	600	498	524	530
21	630	501	393	534
22	660	524	290	535
23	690	543	220	542
24	720	530	182	576
25	750	492	177	618
26	780	473	177	648
27	810	456	161	670
28	840	465	123	676
29	870	479	102	678
30	900	492	91	681
31	930	466	80	721
32	960	435	81	753
33	990	414	84	781
34	1020	407	79	800
35	1050	410	66	807
36	1080	427	58	807
37	1110	433	55	809
38	1140	425	51	831
39	1170	403	51	865
40	1200	391	54	881
41	1230	378	54	902
42	1260	378	53	917
43	1290	386	48	917
44	1320	394	45	918
45	1350	394	42	931
46	1380	367	42	968
47	1410	342	50	996
48	1440	349	48	1010
