	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1156	0
2	60	13	1156	29
3	90	49	1058	134
4	120	80	927	263
5	150	100	829	359
6	180	122	750	436
7	210	133	726	470
8	240	135	731	479
9	270	135	760	482
10	300	151	763	486
11	330	208	721	502
12	360	265	653	541
13	390	311	595	575
14	420	338	568	596
15	450	349	569	609
16	480	354	589	615
17	510	355	607	618
18	540	355	621	619
19	570	391	607	608
20	600	440	563	544
21	630	484	524	417
22	660	512	501	328
23	690	529	488	250
24	720	533	504	208
25	750	533	524	196
26	780	533	544	193
27	810	541	554	194
28	840	592	519	180
29	870	631	490	149
30	900	663	471	117
31	930	695	446	94
32	960	706	455	81
33	990	708	464	78
34	1020	708	479	76
35	1050	709	487	75
36	1080	742	467	74
37	1110	786	430	64
38	1140	815	415	54
39	1170	835	402	48
40	1200	854	391	42
41	1230	859	405	42
42	1260	860	407	43
43	1290	860	427	42
44	1320	869	427	43
45	1350	910	403	43
46	1380	937	385	45
47	1410	958	373	44
48	1440	979	362	41
