	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1162	2
2	60	13	1172	20
3	90	37	1099	110
4	120	68	949	254
5	150	102	810	384
6	180	114	776	432
7	210	117	759	460
8	240	117	768	466
9	270	117	786	471
10	300	117	815	472
11	330	134	824	478
12	360	212	743	508
13	390	284	647	549
14	420	329	593	578
15	450	357	557	598
16	480	359	562	612
17	510	362	578	613
18	540	362	595	615
19	570	362	613	605
20	600	366	628	530
21	630	423	584	398
22	660	492	536	271
23	690	540	480	226
24	720	568	460	202
25	750	577	461	201
26	780	577	477	198
27	810	577	493	197
28	840	577	515	195
29	870	577	526	176
30	900	598	527	134
31	930	661	474	111
32	960	710	444	93
33	990	741	416	86
34	1020	763	401	86
35	1050	767	409	85
36	1080	767	434	84
37	1110	767	447	82
38	1140	767	476	79
39	1170	778	478	71
40	1200	829	433	62
41	1230	870	397	54
42	1260	897	371	53
43	1290	916	367	52
44	1320	919	371	53
45	1350	920	388	53
46	1380	920	403	52
47	1410	920	413	52
48	1440	920	422	47
