	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1174
2	60	30	13	1169
3	90	144	36	1067
4	120	268	78	933
5	150	368	113	818
6	180	433	134	758
7	210	471	141	744
8	240	501	142	746
9	270	504	142	777
10	300	505	142	800
11	330	507	142	830
12	360	511	142	849
13	390	511	142	876
14	420	511	142	901
15	450	516	142	917
16	480	516	142	948
17	510	517	142	980
18	540	518	142	998
19	570	510	147	1018
20	600	425	248	927
21	630	334	396	776
22	660	279	509	636
23	690	236	581	551
24	720	211	600	531
25	750	190	609	530
26	780	191	612	539
27	810	192	612	550
28	840	190	612	572
29	870	187	612	588
30	900	187	612	610
31	930	187	612	638
32	960	182	612	656
33	990	183	612	680
34	1020	182	612	697
35	1050	181	612	716
36	1080	176	612	730
37	1110	169	623	735
38	1140	140	734	638
39	1170	113	837	539
40	1200	93	902	480
41	1230	80	950	436
42	1260	74	973	426
43	1290	72	980	423
44	1320	72	983	431
45	1350	72	984	440
46	1380	72	984	452
47	1410	75	984	468
48	1440	75	984	488
