	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1176	0
2	60	39	1161	12
3	90	133	1059	48
4	120	270	949	64
5	150	370	849	99
6	180	447	777	124
7	210	486	760	132
8	240	498	763	133
9	270	503	778	133
10	300	507	801	133
11	330	508	826	133
12	360	508	843	133
13	390	508	869	133
14	420	509	896	133
15	450	509	925	133
16	480	510	964	133
17	510	511	987	133
18	540	510	1016	133
19	570	485	1049	133
20	600	404	1080	133
21	630	265	1116	133
22	660	166	1149	133
23	690	81	1154	170
24	720	60	980	353
25	750	107	790	519
26	780	142	684	610
27	810	174	628	657
28	840	186	618	674
29	870	191	632	677
30	900	193	648	678
31	930	194	679	678
32	960	193	701	678
33	990	195	727	678
34	1020	194	760	678
35	1050	195	788	678
36	1080	194	806	678
37	1110	196	838	678
38	1140	198	865	678
39	1170	198	888	678
40	1200	195	919	678
41	1230	177	934	678
42	1260	123	966	678
43	1290	80	991	678
44	1320	42	1016	683
45	1350	34	919	807
46	1380	50	757	980
47	1410	71	630	1107
48	1440	84	560	1177
