	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	4	0
2	60	1175	32	12
3	90	1063	150	43
4	120	937	273	69
5	150	846	364	104
6	180	792	438	120
7	210	766	483	129
8	240	784	495	131
9	270	814	496	131
10	300	819	504	139
11	330	764	523	204
12	360	679	562	272
13	390	605	600	324
14	420	587	619	342
15	450	595	629	351
16	480	607	632	351
17	510	626	634	351
18	540	641	633	352
19	570	623	624	390
20	600	582	528	450
21	630	539	423	488
22	660	510	342	524
23	690	500	272	546
24	720	507	220	550
25	750	525	206	551
26	780	538	203	551
27	810	538	201	564
28	840	494	189	621
29	870	464	156	664
30	900	447	125	690
31	930	439	110	709
32	960	446	99	720
33	990	449	97	723
34	1020	463	95	723
35	1050	479	94	723
36	1080	463	89	752
37	1110	439	86	787
38	1140	420	70	825
39	1170	405	63	853
40	1200	411	57	860
41	1230	425	52	862
42	1260	438	51	862
43	1290	451	54	862
44	1320	458	52	869
45	1350	425	48	916
46	1380	396	47	952
47	1410	376	43	980
48	1440	369	43	996
