	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	2	1172
2	60	26	18	1154
3	90	128	48	1063
4	120	244	76	938
5	150	349	100	837
6	180	430	120	757
7	210	455	129	745
8	240	460	129	766
9	270	463	138	782
10	300	482	190	732
11	330	512	262	658
12	360	549	298	604
13	390	573	323	575
14	420	586	336	574
15	450	590	336	593
16	480	593	336	617
17	510	594	358	615
18	540	602	412	568
19	570	597	462	533
20	600	518	498	503
21	630	405	516	487
22	660	307	518	496
23	690	225	518	513
24	720	191	519	529
25	750	185	547	518
26	780	188	597	479
27	810	186	626	448
28	840	159	650	429
29	870	126	662	429
30	900	102	664	432
31	930	86	664	451
32	960	83	669	452
33	990	82	707	431
34	1020	85	748	405
35	1050	86	770	384
36	1080	82	786	382
37	1110	66	795	390
38	1140	62	797	409
39	1170	60	798	425
40	1200	54	820	424
41	1230	53	861	395
42	1260	56	898	362
43	1290	55	917	358
44	1320	48	928	357
45	1350	44	930	367
46	1380	42	932	376
47	1410	40	936	384
48	1440	41	961	366
