	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1200	2	0
2	60	1192	24	15
3	90	1104	122	49
4	120	976	273	77
5	150	874	376	104
6	180	833	430	125
7	210	806	464	135
8	240	833	474	135
9	270	853	474	135
10	300	880	478	135
11	330	907	480	135
12	360	938	482	135
13	390	963	486	135
14	420	983	488	137
15	450	980	497	169
16	480	864	532	300
17	510	755	581	395
18	540	672	617	456
19	570	635	625	493
20	600	652	547	497
21	630	677	401	497
22	660	700	292	497
23	690	723	227	497
24	720	744	193	497
25	750	771	179	497
26	780	799	180	497
27	810	822	176	497
28	840	835	176	518
29	870	735	186	633
30	900	627	214	729
31	930	554	235	807
32	960	523	244	837
33	990	527	217	844
34	1020	540	172	844
35	1050	550	137	844
36	1080	568	119	844
37	1110	583	115	844
38	1140	608	109	844
39	1170	633	109	844
40	1200	649	111	844
41	1230	654	112	852
42	1260	599	118	928
43	1290	525	125	1014
44	1320	473	133	1078
45	1350	452	143	1114
46	1380	445	144	1130
47	1410	461	116	1132
48	1440	474	93	1132
