	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1161	4	0
2	60	1166	20	14
3	90	1060	132	50
4	120	911	263	91
5	150	826	355	120
6	180	771	419	139
7	210	770	451	144
8	240	786	457	145
9	270	804	457	145
10	300	827	460	145
11	330	852	460	145
12	360	876	461	145
13	390	897	465	145
14	420	932	466	145
15	450	960	468	145
16	480	996	469	145
17	510	1038	469	145
18	540	1067	467	145
19	570	1096	458	145
20	600	1040	371	219
21	630	877	271	378
22	660	713	209	512
23	690	616	178	599
24	720	560	166	648
25	750	557	178	655
26	780	566	183	656
27	810	584	183	656
28	840	596	191	656
29	870	610	190	656
30	900	644	187	656
31	930	673	187	656
32	960	699	187	656
33	990	722	186	656
34	1020	750	186	656
35	1050	775	184	656
36	1080	805	185	656
37	1110	831	183	656
38	1140	824	162	685
39	1170	702	123	819
40	1200	581	113	938
41	1230	531	97	999
42	1260	503	87	1033
43	1290	506	85	1038
44	1320	517	86	1040
45	1350	535	82	1040
46	1380	555	76	1040
47	1410	570	78	1040
48	1440	597	77	1040
