	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	0
2	60	13	1169	30
3	90	53	1037	152
4	120	84	913	273
5	150	114	821	362
6	180	132	764	423
7	210	137	745	463
8	240	140	748	477
9	270	140	767	480
10	300	172	745	483
11	330	234	669	508
12	360	276	618	551
13	390	309	574	582
14	420	331	555	604
15	450	337	562	617
16	480	337	580	622
17	510	338	594	624
18	540	359	597	628
19	570	418	554	623
20	600	462	509	532
21	630	501	478	415
22	660	518	480	316
23	690	518	502	260
24	720	519	515	214
25	750	520	526	198
26	780	544	511	196
27	810	591	477	200
28	840	639	441	186
29	870	669	412	154
30	900	683	408	126
31	930	685	431	98
32	960	686	447	85
33	990	686	461	84
34	1020	703	454	81
35	1050	750	410	87
36	1080	775	388	79
37	1110	800	373	67
38	1140	811	369	61
39	1170	816	371	59
40	1200	816	385	54
41	1230	819	392	55
42	1260	833	398	57
43	1290	868	377	60
44	1320	906	348	62
45	1350	928	327	58
46	1380	941	321	53
47	1410	944	330	48
48	1440	945	344	48
