	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	2	0
2	60	1168	31	7
3	90	1077	128	37
4	120	965	264	58
5	150	865	362	92
6	180	805	427	109
7	210	810	447	112
8	240	837	451	112
9	270	867	452	112
10	300	889	455	112
11	330	922	460	112
12	360	941	462	112
13	390	974	463	112
14	420	1001	465	112
15	450	1029	466	112
16	480	1060	468	112
17	510	1086	469	112
18	540	1118	469	112
19	570	1162	443	113
20	600	1124	366	177
21	630	929	290	353
22	660	739	252	499
23	690	616	231	589
24	720	566	221	633
25	750	568	230	641
26	780	589	228	643
27	810	609	227	643
28	840	642	222	643
29	870	670	221	643
30	900	688	219	643
31	930	703	217	643
32	960	731	219	643
33	990	750	218	643
34	1020	775	219	643
35	1050	802	218	643
36	1080	826	218	643
37	1110	853	212	643
38	1140	828	178	682
39	1170	705	128	810
40	1200	612	92	903
41	1230	539	89	968
42	1260	482	94	1011
43	1290	477	100	1020
44	1320	483	103	1020
45	1350	494	104	1020
46	1380	512	104	1020
47	1410	529	105	1020
48	1440	543	105	1020
