	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	3	0
2	60	1157	31	17
3	90	1042	149	47
4	120	946	251	75
5	150	854	337	110
6	180	771	419	133
7	210	745	463	139
8	240	758	471	139
9	270	786	476	140
10	300	802	479	151
11	330	762	498	202
12	360	685	535	268
13	390	600	578	332
14	420	560	597	366
15	450	556	616	376
16	480	565	620	377
17	510	587	622	377
18	540	601	620	378
19	570	583	605	405
20	600	553	510	448
21	630	517	413	494
22	660	481	333	535
23	690	469	255	560
24	720	479	204	561
25	750	494	194	563
26	780	506	190	563
27	810	519	189	567
28	840	514	178	591
29	870	466	145	649
30	900	440	107	679
31	930	421	89	704
32	960	424	71	717
33	990	432	69	718
34	1020	457	69	718
35	1050	465	70	718
36	1080	456	72	732
37	1110	428	68	771
38	1140	412	62	802
39	1170	397	58	833
40	1200	394	50	848
41	1230	407	50	856
42	1260	422	47	857
43	1290	432	46	860
44	1320	441	46	861
45	1350	430	47	885
46	1380	392	43	942
47	1410	371	42	968
48	1440	368	37	988
