	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1177
2	60	9	22	1180
3	90	37	113	1101
4	120	74	225	982
5	150	113	339	853
6	180	136	411	784
7	210	143	460	753
8	240	143	473	782
9	270	143	483	797
10	300	143	483	817
11	330	143	489	832
12	360	143	490	853
13	390	143	491	884
14	420	143	492	916
15	450	143	494	943
16	480	143	497	974
17	510	143	501	1010
18	540	143	502	1052
19	570	143	488	1082
20	600	143	411	1107
21	630	185	306	1090
22	660	341	226	942
23	690	483	189	771
24	720	586	174	648
25	750	643	177	588
26	780	663	182	570
27	810	671	185	583
28	840	671	188	598
29	870	671	184	632
30	900	671	183	647
31	930	671	182	671
32	960	671	181	685
33	990	671	178	717
34	1020	671	175	743
35	1050	671	174	768
36	1080	671	176	785
37	1110	671	177	818
38	1140	671	172	840
39	1170	671	151	862
40	1200	683	101	876
41	1230	782	71	796
42	1260	901	73	683
43	1290	1029	81	558
44	1320	1073	87	521
45	1350	1103	92	502
46	1380	1111	93	507
47	1410	1113	94	517
48	1440	1114	95	541
