	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1181	1
2	60	28	1179	15
3	90	124	1079	49
4	120	249	958	81
5	150	372	842	107
6	180	440	781	123
7	210	460	790	123
8	240	465	799	123
9	270	471	822	123
10	300	473	841	123
11	330	475	863	123
12	360	477	890	123
13	390	484	871	169
14	420	522	752	277
15	450	567	640	364
16	480	606	577	408
17	510	630	548	426
18	540	633	561	428
19	570	622	566	428
20	600	528	599	428
21	630	412	629	428
22	660	282	651	428
23	690	217	657	428
24	720	189	643	460
25	750	194	581	537
26	780	210	493	625
27	810	221	449	665
28	840	226	436	682
29	870	230	445	686
30	900	228	460	686
31	930	198	477	686
32	960	153	489	686
33	990	109	513	686
34	1020	83	527	686
35	1050	79	521	700
36	1080	80	480	765
37	1110	92	425	821
38	1140	98	386	868
39	1170	100	382	878
40	1200	103	384	882
41	1230	99	392	883
42	1260	92	395	883
43	1290	71	414	883
44	1320	51	426	883
45	1350	44	436	883
46	1380	41	439	889
47	1410	42	394	939
48	1440	49	343	992
