	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	9	0	1159
2	60	36	9	1164
3	90	133	41	1068
4	120	249	81	945
5	150	372	97	834
6	180	433	116	774
7	210	470	122	765
8	240	477	124	789
9	270	482	124	805
10	300	483	124	822
11	330	489	138	838
12	360	515	224	753
13	390	551	300	663
14	420	573	346	612
15	450	588	377	590
16	480	603	389	588
17	510	607	390	610
18	540	601	390	644
19	570	584	390	662
20	600	511	401	673
21	630	399	459	633
22	660	294	537	562
23	690	222	582	524
24	720	185	614	503
25	750	183	622	503
26	780	184	622	515
27	810	183	624	534
28	840	180	624	555
29	870	165	626	569
30	900	127	666	544
31	930	111	723	501
32	960	105	778	451
33	990	98	815	422
34	1020	92	826	428
35	1050	96	832	435
36	1080	92	832	451
37	1110	87	832	472
38	1140	88	832	480
39	1170	73	849	470
40	1200	67	901	430
41	1230	65	935	403
42	1260	64	958	389
43	1290	61	967	383
44	1320	63	972	398
45	1350	64	972	411
46	1380	61	972	428
47	1410	58	972	439
48	1440	54	982	437
