	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1177
2	60	14	37	1155
3	90	51	142	1049
4	120	87	247	929
5	150	118	328	849
6	180	149	402	770
7	210	154	434	749
8	240	154	441	758
9	270	154	447	783
10	300	166	451	792
11	330	222	471	733
12	360	267	507	673
13	390	321	539	608
14	420	355	561	580
15	450	369	570	586
16	480	370	572	602
17	510	370	573	622
18	540	376	573	645
19	570	410	556	634
20	600	471	467	579
21	630	522	372	536
22	660	551	297	513
23	690	567	230	502
24	720	568	192	517
25	750	568	179	537
26	780	568	174	554
27	810	574	172	573
28	840	628	164	533
29	870	679	132	497
30	900	707	108	480
31	930	722	84	480
32	960	735	79	476
33	990	738	77	489
34	1020	739	76	506
35	1050	741	75	526
36	1080	773	74	525
37	1110	813	72	494
38	1140	843	66	470
39	1170	876	61	440
40	1200	894	56	438
41	1230	897	56	454
42	1260	897	55	470
43	1290	898	55	482
44	1320	910	56	483
45	1350	961	52	447
46	1380	1010	49	407
47	1410	1038	50	384
48	1440	1051	50	387
