	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1172	0
2	60	34	1158	17
3	90	132	1074	47
4	120	257	929	82
5	150	365	815	118
6	180	426	772	128
7	210	451	754	142
8	240	477	699	191
9	270	523	640	228
10	300	550	602	255
11	330	576	582	267
12	360	584	584	277
13	390	594	562	298
14	420	605	547	323
15	450	620	526	345
16	480	628	534	360
17	510	636	540	364
18	540	637	541	381
19	570	618	512	417
20	600	534	501	449
21	630	410	499	461
22	660	309	503	470
23	690	236	504	482
24	720	218	484	510
25	750	193	484	521
26	780	158	474	541
27	810	130	483	549
28	840	102	489	558
29	870	90	479	586
30	900	87	467	605
31	930	75	455	628
32	960	64	456	641
33	990	59	456	647
34	1020	54	449	671
35	1050	55	436	699
36	1080	52	430	714
37	1110	50	437	721
38	1140	49	438	728
39	1170	47	437	743
40	1200	47	423	764
41	1230	42	422	780
42	1260	39	419	799
43	1290	37	431	802
44	1320	35	434	814
45	1350	37	420	831
46	1380	38	413	850
47	1410	35	409	863
48	1440	34	415	871
