	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1163
2	60	26	15	1153
3	90	136	49	1042
4	120	273	76	902
5	150	368	106	812
6	180	455	124	735
7	210	482	125	727
8	240	487	127	747
9	270	491	127	769
10	300	492	127	781
11	330	492	127	806
12	360	493	127	833
13	390	495	127	864
14	420	507	171	834
15	450	537	282	708
16	480	585	368	603
17	510	622	417	532
18	540	640	439	510
19	570	633	447	508
20	600	547	447	517
21	630	405	447	532
22	660	307	447	544
23	690	212	447	565
24	720	173	447	586
25	750	169	447	605
26	780	169	463	611
27	810	188	549	523
28	840	207	622	447
29	870	219	669	393
30	900	225	692	376
31	930	224	696	374
32	960	197	696	398
33	990	154	696	409
34	1020	109	696	429
35	1050	89	696	439
36	1080	78	696	451
37	1110	81	696	463
38	1140	81	701	473
39	1170	88	762	423
40	1200	94	823	366
41	1230	100	865	326
42	1260	107	877	319
43	1290	104	881	321
44	1320	97	881	327
45	1350	69	881	341
46	1380	56	881	349
47	1410	49	881	359
48	1440	44	881	371
