	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1170	0	4
2	60	1189	11	19
3	90	1054	61	135
4	120	893	93	293
5	150	837	96	382
6	180	839	99	397
7	210	866	101	402
8	240	885	108	407
9	270	831	167	426
10	300	736	236	480
11	330	689	259	520
12	360	695	260	533
13	390	714	260	538
14	420	736	260	539
15	450	728	290	544
16	480	635	385	570
17	510	587	421	607
18	540	595	428	613
19	570	611	429	607
20	600	615	429	510
21	630	628	437	351
22	660	581	506	260
23	690	516	568	252
24	720	498	589	255
25	750	509	591	252
26	780	523	591	236
27	810	542	591	196
28	840	521	627	151
29	870	469	685	143
30	900	445	709	154
31	930	459	715	153
32	960	476	716	152
33	990	494	716	131
34	1020	503	725	92
35	1050	445	783	89
36	1080	424	812	92
37	1110	434	822	95
38	1140	446	824	96
39	1170	459	824	90
40	1200	472	825	75
41	1230	460	856	63
42	1260	422	898	68
43	1290	419	916	77
44	1320	427	922	76
45	1350	440	922	76
46	1380	455	922	66
47	1410	458	936	55
48	1440	420	993	52
