	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1179	0	1
2	60	1210	0	1
3	90	1247	0	4
4	120	1288	0	4
5	150	1337	0	7
6	180	1384	0	8
7	210	1439	0	9
8	240	1466	0	12
9	270	1497	0	14
10	300	1546	0	16
11	330	1604	0	20
12	360	1644	0	27
13	390	1679	0	30
14	420	1719	0	37
15	450	1755	0	41
16	480	1797	0	42
17	510	1837	0	45
18	540	1878	0	46
19	570	1915	0	51
20	600	1950	0	51
21	630	2004	0	54
22	660	2042	0	56
23	690	2105	0	56
24	720	2164	0	56
25	750	2206	0	54
26	780	2268	0	54
27	810	2310	0	58
28	840	2372	0	58
29	870	2419	0	54
30	900	2471	0	51
31	930	2539	0	48
32	960	2595	0	45
33	990	2652	0	43
34	1020	2725	0	42
35	1050	2787	0	42
36	1080	2841	0	42
37	1110	2894	0	44
38	1140	2975	0	47
39	1170	3043	0	49
40	1200	3138	0	55
41	1230	3208	0	56
42	1260	3281	0	56
43	1290	3359	0	57
44	1320	3421	0	61
45	1350	3502	0	61
46	1380	3569	0	62
47	1410	3653	0	64
48	1440	3738	0	68
