	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1185
2	60	2	0	1222
3	90	3	0	1260
4	120	5	0	1292
5	150	8	0	1339
6	180	12	0	1375
7	210	16	0	1408
8	240	17	0	1443
9	270	23	0	1475
10	300	25	0	1524
11	330	28	0	1569
12	360	30	0	1622
13	390	35	0	1661
14	420	37	0	1713
15	450	38	0	1756
16	480	39	0	1800
17	510	47	0	1842
18	540	56	0	1897
19	570	56	0	1954
20	600	57	0	2003
21	630	60	0	2056
22	660	60	0	2115
23	690	57	0	2170
24	720	55	0	2241
25	750	60	0	2309
26	780	57	0	2358
27	810	54	0	2419
28	840	59	0	2464
29	870	56	0	2526
30	900	60	0	2601
31	930	60	0	2662
32	960	60	0	2739
33	990	63	0	2795
34	1020	64	0	2851
35	1050	60	0	2927
36	1080	67	0	2984
37	1110	65	0	3067
38	1140	65	0	3139
39	1170	63	0	3223
40	1200	62	0	3311
41	1230	64	0	3374
42	1260	73	0	3440
43	1290	73	0	3526
44	1320	75	0	3615
45	1350	70	0	3688
46	1380	70	0	3757
47	1410	70	0	3840
48	1440	70	0	3939
