	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1183	0
2	60	16	1194	19
3	90	49	1096	119
4	120	94	969	233
5	150	130	870	322
6	180	149	809	390
7	210	157	800	419
8	240	157	821	423
9	270	157	847	425
10	300	157	872	426
11	330	186	858	434
12	360	269	763	463
13	390	337	659	519
14	420	373	630	538
15	450	393	611	562
16	480	396	619	567
17	510	397	635	570
18	540	397	667	571
19	570	397	687	563
20	600	422	689	476
21	630	498	622	368
22	660	565	565	289
23	690	608	520	233
24	720	630	499	210
25	750	631	511	205
26	780	631	524	204
27	810	631	542	205
28	840	631	564	201
29	870	639	562	184
30	900	696	516	137
31	930	759	461	119
32	960	791	441	106
33	990	811	427	104
34	1020	815	433	107
35	1050	816	449	107
36	1080	816	464	107
37	1110	816	477	106
38	1140	819	495	103
39	1170	872	458	88
40	1200	926	410	76
41	1230	971	372	71
42	1260	984	367	68
43	1290	995	366	69
44	1320	998	384	68
45	1350	998	405	68
46	1380	998	415	61
47	1410	998	424	58
48	1440	1027	414	51
