	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	1
2	60	13	1161	32
3	90	51	1054	141
4	120	78	910	290
5	150	96	802	407
6	180	104	769	456
7	210	106	774	468
8	240	107	790	475
9	270	107	822	475
10	300	110	842	475
11	330	151	821	484
12	360	224	735	525
13	390	287	637	583
14	420	309	602	611
15	450	317	593	626
16	480	321	601	634
17	510	323	614	637
18	540	323	634	639
19	570	324	659	619
20	600	370	634	527
21	630	451	554	401
22	660	499	510	290
23	690	528	484	236
24	720	537	478	235
25	750	537	489	230
26	780	538	511	229
27	810	538	526	230
28	840	539	544	227
29	870	576	518	192
30	900	635	482	142
31	930	683	447	120
32	960	712	428	107
33	990	715	436	98
34	1020	716	447	99
35	1050	716	467	96
36	1080	716	493	97
37	1110	717	504	94
38	1140	766	478	85
39	1170	825	426	77
40	1200	866	389	73
41	1230	882	385	63
42	1260	886	399	62
43	1290	886	412	62
44	1320	886	425	62
45	1350	886	434	62
46	1380	888	448	63
47	1410	918	422	59
48	1440	961	388	51
