	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1158
2	60	13	27	1155
3	90	40	138	1046
4	120	67	262	920
5	150	97	375	805
6	180	103	439	756
7	210	106	467	764
8	240	107	472	777
9	270	107	474	789
10	300	107	476	819
11	330	107	476	844
12	360	107	477	868
13	390	107	478	889
14	420	107	481	913
15	450	166	485	879
16	480	292	525	734
17	510	387	581	599
18	540	431	617	539
19	570	450	621	513
20	600	454	523	519
21	630	454	407	533
22	660	455	285	546
23	690	455	215	577
24	720	455	181	593
25	750	455	176	610
26	780	455	173	635
27	810	455	171	666
28	840	483	172	659
29	870	599	181	561
30	900	679	206	482
31	930	715	227	431
32	960	732	232	418
33	990	740	203	428
34	1020	740	147	441
35	1050	740	107	447
36	1080	740	85	462
37	1110	740	77	480
38	1140	740	76	496
39	1170	740	77	509
40	1200	740	79	520
41	1230	758	79	530
42	1260	836	82	462
43	1290	901	92	391
44	1320	940	105	349
45	1350	953	108	345
46	1380	959	102	347
47	1410	960	79	354
48	1440	960	59	371
