	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1166	2	0
2	60	1160	28	17
3	90	1066	122	45
4	120	927	254	77
5	150	825	372	95
6	180	745	450	126
7	210	736	481	135
8	240	759	487	136
9	270	780	493	136
10	300	803	494	138
11	330	796	506	157
12	360	711	541	229
13	390	626	594	287
14	420	574	622	326
15	450	543	649	347
16	480	551	653	353
17	510	567	655	354
18	540	582	656	354
19	570	606	640	354
20	600	614	554	373
21	630	568	443	438
22	660	532	319	484
23	690	502	251	518
24	720	478	219	546
25	750	480	220	552
26	780	491	214	552
27	810	510	214	552
28	840	526	209	552
29	870	532	178	563
30	900	495	131	615
31	930	452	103	669
32	960	424	88	697
33	990	409	91	714
34	1020	425	93	719
35	1050	438	92	719
36	1080	446	92	719
37	1110	470	94	719
38	1140	479	87	725
39	1170	454	82	763
40	1200	414	74	811
41	1230	394	67	838
42	1260	382	66	859
43	1290	393	63	866
44	1320	399	64	871
45	1350	411	63	871
46	1380	419	62	871
47	1410	434	58	873
48	1440	417	54	911
