	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1149	2
2	60	10	1155	7
3	90	64	1019	112
4	120	87	889	250
5	150	97	844	311
6	180	97	871	319
7	210	98	894	319
8	240	104	915	322
9	270	175	844	344
10	300	223	769	389
11	330	238	742	426
12	360	241	762	434
13	390	241	776	435
14	420	241	789	443
15	450	268	789	451
16	480	342	694	488
17	510	366	660	510
18	540	372	665	514
19	570	372	689	515
20	600	372	722	436
21	630	387	728	296
22	660	452	671	225
23	690	506	612	235
24	720	510	609	249
25	750	511	625	248
26	780	511	646	236
27	810	513	666	193
28	840	560	658	157
29	870	611	605	163
30	900	625	600	177
31	930	626	621	169
32	960	626	648	167
33	990	626	680	141
34	1020	642	685	114
35	1050	699	641	116
36	1080	721	621	126
37	1110	724	630	129
38	1140	725	643	129
39	1170	725	658	122
40	1200	727	678	101
41	1230	787	632	94
42	1260	843	594	100
43	1290	860	588	106
44	1320	862	605	108
45	1350	862	619	104
46	1380	862	641	88
47	1410	904	608	74
48	1440	965	554	87
