	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1167	0
2	60	26	1173	13
3	90	147	1030	55
4	120	318	860	83
5	150	402	788	100
6	180	427	776	104
7	210	445	759	131
8	240	491	695	176
9	270	542	636	208
10	300	573	615	224
11	330	579	625	226
12	360	585	606	256
13	390	606	544	315
14	420	624	520	339
15	450	636	516	345
16	480	639	534	352
17	510	641	522	375
18	540	647	491	409
19	570	637	476	434
20	600	549	478	439
21	630	382	502	443
22	660	274	487	470
23	690	257	463	501
24	720	241	460	514
25	750	210	481	518
26	780	148	490	519
27	810	116	480	545
28	840	113	457	576
29	870	112	462	589
30	900	97	464	596
31	930	76	474	601
32	960	63	462	630
33	990	63	455	654
34	1020	63	461	666
35	1050	56	467	671
36	1080	51	478	680
37	1110	49	432	729
38	1140	47	406	763
39	1170	44	404	772
40	1200	36	417	774
41	1230	32	419	783
42	1260	31	402	812
43	1290	36	388	838
44	1320	37	388	854
45	1350	31	398	856
46	1380	30	401	869
47	1410	28	381	903
48	1440	33	358	929
