	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	0
2	60	1166	24	17
3	90	1048	147	51
4	120	912	294	69
5	150	791	394	104
6	180	749	455	118
7	210	756	475	118
8	240	774	477	118
9	270	804	479	118
10	300	826	481	118
11	330	845	481	118
12	360	873	484	118
13	390	903	484	118
14	420	936	484	119
15	450	911	487	173
16	480	762	540	310
17	510	633	582	420
18	540	577	615	469
19	570	564	620	481
20	600	568	520	484
21	630	584	381	484
22	660	603	272	484
23	690	618	201	484
24	720	640	176	484
25	750	670	176	484
26	780	683	174	484
27	810	699	173	484
28	840	690	174	520
29	870	554	191	654
30	900	454	212	752
31	930	412	229	799
32	960	397	236	816
33	990	403	203	818
34	1020	415	148	819
35	1050	430	115	819
36	1080	443	92	819
37	1110	467	81	819
38	1140	479	79	819
39	1170	489	78	819
40	1200	512	78	819
41	1230	512	77	834
42	1260	440	85	914
43	1290	370	94	990
44	1320	328	101	1035
45	1350	316	108	1050
46	1380	321	94	1055
47	1410	328	74	1055
48	1440	336	57	1055
