	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	0	1177
2	60	26	16	1165
3	90	57	115	1071
4	120	93	258	921
5	150	128	357	816
6	180	149	440	738
7	210	152	466	730
8	240	155	473	751
9	270	186	488	736
10	300	236	523	679
11	330	276	555	633
12	360	301	577	599
13	390	315	592	594
14	420	315	597	614
15	450	325	598	620
16	480	369	603	588
17	510	408	609	567
18	540	439	624	540
19	570	461	626	531
20	600	474	542	533
21	630	474	414	558
22	660	488	308	568
23	690	521	223	554
24	720	557	191	527
25	750	590	188	502
26	780	606	184	490
27	810	611	149	490
28	840	611	119	511
29	870	626	90	505
30	900	669	82	477
31	930	703	76	459
32	960	722	75	459
33	990	733	73	463
34	1020	736	66	475
35	1050	742	54	489
36	1080	774	45	472
37	1110	810	46	446
38	1140	832	50	433
39	1170	853	50	433
40	1200	859	45	436
41	1230	861	39	445
42	1260	876	35	445
43	1290	905	32	427
44	1320	933	33	414
45	1350	952	34	404
46	1380	968	35	402
47	1410	972	35	409
48	1440	973	35	423
