	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1168	0
2	60	23	1171	13
3	90	126	1084	39
4	120	273	928	75
5	150	383	811	110
6	180	453	752	126
7	210	480	746	129
8	240	491	758	129
9	270	494	780	129
10	300	496	797	130
11	330	508	780	168
12	360	538	706	243
13	390	581	634	294
14	420	611	596	329
15	450	638	562	349
16	480	646	560	357
17	510	646	571	358
18	540	646	587	358
19	570	638	599	358
20	600	545	604	375
21	630	400	563	442
22	660	299	511	496
23	690	248	469	536
24	720	213	460	554
25	750	204	461	560
26	780	201	475	561
27	810	202	502	561
28	840	193	517	561
29	870	170	533	570
30	900	131	488	627
31	930	108	450	670
32	960	84	431	704
33	990	76	418	720
34	1020	80	424	723
35	1050	78	431	723
36	1080	80	442	723
37	1110	80	453	723
38	1140	78	455	730
39	1170	70	430	771
40	1200	52	388	824
41	1230	48	369	857
42	1260	51	361	874
43	1290	50	358	881
44	1320	48	369	882
45	1350	46	381	882
46	1380	46	394	882
47	1410	43	410	882
48	1440	40	385	914
