	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	1	1171
2	60	19	23	1159
3	90	46	145	1046
4	120	79	300	878
5	150	103	412	774
6	180	117	475	716
7	210	132	531	664
8	240	148	571	639
9	270	163	589	622
10	300	182	607	606
11	330	197	627	586
12	360	213	634	577
13	390	236	640	578
14	420	257	648	565
15	450	270	653	572
16	480	284	658	574
17	510	297	664	576
18	540	322	669	565
19	570	332	659	562
20	600	347	562	563
21	630	361	404	559
22	660	374	279	561
23	690	389	216	556
24	720	408	164	548
25	750	422	125	546
26	780	430	105	553
27	810	446	89	550
28	840	462	73	545
29	870	467	66	551
30	900	476	66	556
31	930	489	60	559
32	960	496	57	562
33	990	507	53	568
34	1020	523	52	571
35	1050	531	47	581
36	1080	541	45	582
37	1110	560	45	584
38	1140	579	43	576
39	1170	585	46	582
40	1200	600	47	585
41	1230	624	46	570
42	1260	638	46	570
43	1290	649	50	579
44	1320	665	47	591
45	1350	680	48	589
46	1380	688	46	595
47	1410	707	45	590
48	1440	719	47	594
