	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1178	0	3
2	60	1227	0	3
3	90	1264	0	9
4	120	1300	0	11
5	150	1338	0	15
6	180	1382	0	20
7	210	1421	0	22
8	240	1455	0	27
9	270	1498	0	34
10	300	1533	0	35
11	330	1568	0	39
12	360	1624	0	40
13	390	1654	0	41
14	420	1696	0	41
15	450	1735	0	42
16	480	1776	0	42
17	510	1823	0	45
18	540	1875	0	43
19	570	1920	0	45
20	600	1985	0	40
21	630	2039	0	39
22	660	2098	0	39
23	690	2164	0	37
24	720	2211	0	36
25	750	2269	0	32
26	780	2325	0	30
27	810	2379	0	31
28	840	2448	0	31
29	870	2508	0	34
30	900	2563	0	37
31	930	2619	0	42
32	960	2698	0	43
33	990	2762	0	50
34	1020	2824	0	56
35	1050	2897	0	57
36	1080	2985	0	59
37	1110	3066	0	65
38	1140	3139	0	67
39	1170	3220	0	71
40	1200	3285	0	79
41	1230	3368	0	79
42	1260	3439	0	82
43	1290	3529	0	83
44	1320	3612	0	83
45	1350	3706	0	81
46	1380	3794	0	82
47	1410	3872	0	83
48	1440	3957	0	86
