	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1177	0	0
2	60	1188	14	10
3	90	1070	126	47
4	120	957	239	81
5	150	851	341	112
6	180	809	403	118
7	210	810	428	121
8	240	827	436	121
9	270	855	439	122
10	300	859	441	143
11	330	775	473	219
12	360	704	518	271
13	390	649	553	317
14	420	618	579	337
15	450	631	591	338
16	480	655	593	339
17	510	671	597	339
18	540	682	597	353
19	570	650	598	405
20	600	586	523	467
21	630	567	413	495
22	660	544	331	516
23	690	544	267	520
24	720	559	235	523
25	750	579	225	523
26	780	600	223	526
27	810	568	223	575
28	840	502	207	643
29	870	455	172	690
30	900	438	137	716
31	930	439	119	723
32	960	451	103	723
33	990	469	99	723
34	1020	479	98	725
35	1050	470	100	751
36	1080	434	98	804
37	1110	401	81	843
38	1140	393	69	862
39	1170	399	59	866
40	1200	405	50	867
41	1230	422	51	867
42	1260	439	52	867
43	1290	432	52	888
44	1320	394	53	933
45	1350	363	50	965
46	1380	348	45	987
47	1410	350	40	997
48	1440	354	35	1000
