	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1176
2	60	18	19	1171
3	90	58	126	1058
4	120	94	269	910
5	150	111	362	827
6	180	127	420	773
7	210	137	450	767
8	240	171	476	740
9	270	214	527	671
10	300	242	567	633
11	330	258	586	608
12	360	265	596	612
13	390	289	607	604
14	420	317	622	581
15	450	348	638	555
16	480	368	647	548
17	510	373	652	562
18	540	387	659	563
19	570	420	649	543
20	600	454	563	529
21	630	477	423	520
22	660	488	328	529
23	690	499	263	523
24	720	522	236	507
25	750	551	214	492
26	780	577	168	486
27	810	594	127	487
28	840	599	108	499
29	870	610	97	497
30	900	635	92	484
31	930	666	79	462
32	960	685	68	455
33	990	694	56	452
34	1020	700	50	464
35	1050	728	53	451
36	1080	748	47	438
37	1110	768	47	438
38	1140	779	43	443
39	1170	786	43	455
40	1200	806	40	444
41	1230	835	40	429
42	1260	855	38	415
43	1290	869	40	415
44	1320	875	39	418
45	1350	887	40	417
46	1380	909	39	407
47	1410	932	41	388
48	1440	950	38	375
