	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1157	1	0
2	60	1165	18	16
3	90	1013	149	74
4	120	863	307	105
5	150	800	384	113
6	180	798	407	113
7	210	814	419	113
8	240	814	420	133
9	270	730	452	213
10	300	659	494	260
11	330	639	524	268
12	360	645	535	271
13	390	670	540	271
14	420	680	543	281
15	450	634	559	335
16	480	574	590	386
17	510	576	599	400
18	540	593	602	402
19	570	617	596	403
20	600	622	488	410
21	630	578	339	465
22	660	533	255	521
23	690	516	238	541
24	720	524	226	543
25	750	544	225	543
26	780	553	206	546
27	810	503	165	605
28	840	447	139	664
29	870	443	128	677
30	900	454	125	678
31	930	467	123	678
32	960	480	112	681
33	990	452	83	722
34	1020	402	81	769
35	1050	392	86	779
36	1080	398	87	784
37	1110	410	87	785
38	1140	419	80	788
39	1170	415	66	811
40	1200	377	65	851
41	1230	363	62	874
42	1260	378	62	875
43	1290	382	63	876
44	1320	397	62	876
45	1350	397	55	895
46	1380	352	53	955
47	1410	332	55	978
48	1440	340	54	979
