	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	3	0
2	60	1159	30	21
3	90	1049	141	50
4	120	917	289	70
5	150	805	407	92
6	180	749	469	105
7	210	759	479	108
8	240	789	481	108
9	270	809	483	108
10	300	844	483	108
11	330	867	485	108
12	360	897	487	108
13	390	934	489	108
14	420	955	489	108
15	450	954	491	139
16	480	826	516	270
17	510	668	571	396
18	540	575	618	463
19	570	566	621	470
20	600	566	536	476
21	630	588	383	476
22	660	608	271	476
23	690	630	195	476
24	720	651	176	476
25	750	691	175	476
26	780	715	173	476
27	810	736	174	476
28	840	763	173	479
29	870	680	178	573
30	900	555	196	701
31	930	478	214	774
32	960	449	225	804
33	990	457	215	811
34	1020	471	162	811
35	1050	489	107	811
36	1080	500	86	811
37	1110	513	78	811
38	1140	519	77	811
39	1170	547	75	811
40	1200	562	72	811
41	1230	567	74	811
42	1260	550	75	846
43	1290	453	84	947
44	1320	375	95	1023
45	1350	355	103	1048
46	1380	356	98	1059
47	1410	363	86	1060
48	1440	372	65	1060
