	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1176	1
2	60	31	1169	14
3	90	140	1045	56
4	120	285	915	74
5	150	391	802	107
6	180	446	777	115
7	210	457	784	115
8	240	462	808	115
9	270	466	828	115
10	300	466	859	115
11	330	467	889	115
12	360	468	918	115
13	390	470	946	115
14	420	471	976	115
15	450	473	1011	116
16	480	485	970	176
17	510	528	776	348
18	540	592	620	459
19	570	616	572	496
20	600	545	565	506
21	630	392	577	509
22	660	284	597	509
23	690	217	616	509
24	720	202	637	509
25	750	198	661	509
26	780	196	678	509
27	810	195	699	509
28	840	195	723	509
29	870	195	738	509
30	900	194	727	548
31	930	216	605	676
32	960	248	491	777
33	990	263	454	814
34	1020	238	451	822
35	1050	174	461	825
36	1080	130	471	825
37	1110	109	487	825
38	1140	107	500	825
39	1170	107	518	825
40	1200	105	537	825
41	1230	105	551	825
42	1260	103	570	825
43	1290	102	585	825
44	1320	102	591	847
45	1350	110	502	953
46	1380	128	416	1042
47	1410	132	387	1072
48	1440	124	377	1087
