	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1180	0	4
2	60	1184	14	20
3	90	1088	52	109
4	120	952	82	242
5	150	855	97	356
6	180	807	110	421
7	210	780	142	454
8	240	720	175	498
9	270	668	194	555
10	300	675	200	570
11	330	674	213	579
12	360	655	236	593
13	390	624	270	607
14	420	617	286	617
15	450	620	296	621
16	480	614	318	621
17	510	591	352	627
18	540	618	358	626
19	570	638	363	619
20	600	648	376	542
21	630	616	416	424
22	660	620	434	317
23	690	631	443	237
24	720	641	452	206
25	750	641	474	168
26	780	616	510	121
27	810	614	523	98
28	840	627	537	93
29	870	638	549	84
30	900	621	581	74
31	930	630	598	68
32	960	642	608	70
33	990	664	611	71
34	1020	655	645	68
35	1050	631	685	66
36	1080	627	709	66
37	1110	631	716	63
38	1140	628	734	62
39	1170	600	784	59
40	1200	585	815	59
41	1230	582	836	59
42	1260	591	843	59
43	1290	585	873	57
44	1320	569	907	56
45	1350	573	927	55
46	1380	579	932	61
47	1410	581	948	59
48	1440	564	978	57
