	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1177
2	60	15	17	1180
3	90	55	118	1072
4	120	93	243	937
5	150	122	360	813
6	180	136	412	781
7	210	136	427	789
8	240	137	429	803
9	270	137	429	837
10	300	157	436	834
11	330	238	476	733
12	360	285	525	665
13	390	328	566	604
14	420	339	585	593
15	450	342	596	594
16	480	342	597	617
17	510	342	599	639
18	540	359	601	650
19	570	434	602	572
20	600	493	536	516
21	630	524	427	474
22	660	538	318	461
23	690	540	252	468
24	720	540	233	481
25	750	540	231	503
26	780	547	232	513
27	810	604	233	472
28	840	651	208	434
29	870	681	157	417
30	900	697	114	419
31	930	699	96	428
32	960	699	84	446
33	990	699	86	459
34	1020	704	84	474
35	1050	743	86	448
36	1080	796	84	407
37	1110	824	70	386
38	1140	842	50	388
39	1170	845	40	397
40	1200	845	40	408
41	1230	845	40	423
42	1260	849	41	432
43	1290	883	43	410
44	1320	932	41	368
45	1350	965	41	340
46	1380	989	38	327
47	1410	995	38	329
48	1440	995	36	338
