	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	3
2	60	1176	15	29
3	90	1077	42	138
4	120	950	75	264
5	150	854	107	360
6	180	799	116	430
7	210	803	116	452
8	240	814	118	457
9	270	830	118	463
10	300	850	121	465
11	330	832	162	473
12	360	727	242	512
13	390	648	308	543
14	420	612	336	572
15	450	605	349	590
16	480	620	352	596
17	510	631	353	598
18	540	658	353	597
19	570	675	354	581
20	600	648	409	496
21	630	575	487	374
22	660	498	562	294
23	690	478	586	220
24	720	479	597	201
25	750	484	599	198
26	780	501	599	193
27	810	522	599	190
28	840	545	599	185
29	870	511	641	154
30	900	482	686	131
31	930	453	727	109
32	960	438	748	94
33	990	442	755	90
34	1020	453	757	88
35	1050	471	757	87
36	1080	487	757	88
37	1110	495	759	88
38	1140	466	796	76
39	1170	414	859	65
40	1200	389	894	55
41	1230	386	912	58
42	1260	384	923	55
43	1290	402	925	55
44	1320	419	925	57
45	1350	431	925	58
46	1380	443	925	55
47	1410	413	968	47
48	1440	360	1020	50
