	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1171	1	4
2	60	1163	10	34
3	90	1077	42	128
4	120	944	71	267
5	150	830	99	374
6	180	754	118	451
7	210	735	122	483
8	240	747	128	489
9	270	723	161	498
10	300	673	206	527
11	330	603	248	569
12	360	574	269	591
13	390	560	285	604
14	420	574	288	607
15	450	580	302	610
16	480	551	343	616
17	510	500	398	623
18	540	485	422	628
19	570	477	441	612
20	600	496	446	534
21	630	512	446	400
22	660	523	458	290
23	690	487	498	205
24	720	483	516	177
25	750	475	539	168
26	780	482	546	165
27	810	487	553	142
28	840	506	553	98
29	870	510	574	79
30	900	488	619	66
31	930	462	657	65
32	960	456	680	66
33	990	459	687	62
34	1020	472	691	57
35	1050	484	694	48
36	1080	477	715	46
37	1110	448	750	48
38	1140	439	767	49
39	1170	429	789	48
40	1200	431	797	46
41	1230	447	799	44
42	1260	454	806	42
43	1290	428	840	45
44	1320	414	867	45
45	1350	416	881	46
46	1380	431	890	49
47	1410	443	893	47
48	1440	454	896	44
